Type,Days for shipping (real),Days for shipment (scheduled),Order Region,Delivery Status,Late_delivery_risk,Category Name,Customer City,Order Item Total
DEBIT,2,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,Caguas,145.4400024
DEBIT,6,4,Western Europe,Late delivery,1,Indoor/Outdoor Games,Walnut,209.9199982
DEBIT,4,4,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Costa Mesa,39.97999954
TRANSFER,2,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,Bridgeton,143.9400024
DEBIT,4,4,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Sugar Land,37.49000168
CASH,5,2,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,81.97000122
TRANSFER,4,2,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,49.97999954
DEBIT,3,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,La Crosse,199.9199982
CASH,4,4,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Caguas,141.6900024
CASH,4,4,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Caguas,48.97999954
PAYMENT,0,0,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Broken Arrow,187.4299927
TRANSFER,0,0,Western Europe,Shipping canceled,0,Indoor/Outdoor Games,Albuquerque,79.97000122
DEBIT,5,4,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,165.9299927
TRANSFER,2,1,Western Europe,Shipping canceled,0,Indoor/Outdoor Games,Apopka,163.9299927
DEBIT,2,1,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,159.9400024
DEBIT,2,1,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,47.47999954
DEBIT,2,1,Western Europe,Late delivery,1,Indoor/Outdoor Games,Sylmar,149.9400024
CASH,5,4,Western Europe,Late delivery,1,Indoor/Outdoor Games,New York,131.9499969
CASH,4,4,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Pompano Beach,242.3999939
TRANSFER,0,0,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Caguas,97.95999908
TRANSFER,0,0,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Caguas,239.8999939
CASH,2,1,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,199.9199982
PAYMENT,6,4,Western Europe,Late delivery,1,Indoor/Outdoor Games,Humacao,237.4100037
TRANSFER,5,4,Western Europe,Shipping canceled,0,Indoor/Outdoor Games,Los Angeles,130.4499969
DEBIT,2,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,Caguas,236.1600037
DEBIT,2,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,Caguas,232.4100037
PAYMENT,5,4,Western Europe,Late delivery,1,Indoor/Outdoor Games,Gaithersburg,125.9499969
DEBIT,2,2,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Jersey City,189.9199982
DEBIT,6,4,Western Europe,Late delivery,1,Indoor/Outdoor Games,Los Angeles,94.45999908
CASH,5,4,Western Europe,Late delivery,1,Indoor/Outdoor Games,Elyria,47.22999954
PAYMENT,4,4,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Caguas,46.47999954
CASH,2,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,Caguas,124.4499969
CASH,4,4,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Caguas,42.47999954
PAYMENT,2,1,Western Europe,Late delivery,1,Indoor/Outdoor Games,West New York,185.9299927
TRANSFER,2,1,Western Europe,Late delivery,1,Indoor/Outdoor Games,San Diego,181.9299927
PAYMENT,2,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,Cayey,41.97999954
DEBIT,1,0,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,89.95999908
TRANSFER,6,4,Western Europe,Late delivery,1,Indoor/Outdoor Games,Ypsilanti,224.9100037
DEBIT,4,4,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Caguas,219.9100037
TRANSFER,0,0,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Mcallen,112.4599991
TRANSFER,0,0,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Manati,149.9400024
PAYMENT,0,0,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Roswell,148.4400024
TRANSFER,0,0,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Caguas,212.4199982
TRANSFER,1,0,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,209.9199982
TRANSFER,3,2,Western Europe,Late delivery,1,Indoor/Outdoor Games,Warren,86.97000122
PAYMENT,2,1,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,207.4199982
TRANSFER,3,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,Brooklyn,83.97000122
DEBIT,1,0,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,167.9299927
DEBIT,1,0,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,187.4299927
DEBIT,1,0,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,249.8999939
TRANSFER,2,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,Cleveland,165.9299927
PAYMENT,2,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,West Jordan,37.49000168
TRANSFER,2,2,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Los Angeles,131.9499969
PAYMENT,2,2,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Oak Lawn,149.9400024
TRANSFER,0,0,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Dallas,199.9199982
TRANSFER,5,2,Western Europe,Shipping canceled,0,Indoor/Outdoor Games,Caguas,49.97999954
DEBIT,3,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,Chillicothe,98.95999908
DEBIT,2,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,Caguas,48.97999954
DEBIT,4,4,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Caguas,130.4499969
TRANSFER,2,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,Caguas,244.8999939
TRANSFER,4,2,Western Europe,Shipping canceled,0,Indoor/Outdoor Games,Brooklyn,97.95999908
DEBIT,5,2,Western Europe,Late delivery,1,Indoor/Outdoor Games,Richmond,48.47999954
TRANSFER,3,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,Caguas,127.4499969
DEBIT,2,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,Bountiful,191.9199982
DEBIT,5,4,Western Europe,Late delivery,1,Indoor/Outdoor Games,Smyrna,47.47999954
CASH,2,2,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Caguas,239.8999939
DEBIT,2,1,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,237.4100037
TRANSFER,6,2,Western Europe,Late delivery,1,Indoor/Outdoor Games,Chicago,185.9299927
DEBIT,6,2,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,124.4499969
DEBIT,5,4,Western Europe,Late delivery,1,Indoor/Outdoor Games,Columbia,122.9499969
TRANSFER,2,2,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Brighton,95.95999908
TRANSFER,3,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,Tempe,112.4599991
DEBIT,2,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,Caguas,181.9299927
DEBIT,6,2,Western Europe,Late delivery,1,Indoor/Outdoor Games,Lansdale,236.1600037
DEBIT,3,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,Peabody,45.47999954
TRANSFER,2,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,Troy,44.97999954
TRANSFER,2,1,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,232.4100037
TRANSFER,2,1,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,145.4400024
TRANSFER,5,4,Western Europe,Shipping canceled,0,Indoor/Outdoor Games,Caguas,227.4100037
TRANSFER,2,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,Pompano Beach,224.9100037
TRANSFER,2,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,Los Angeles,173.9299927
DEBIT,6,4,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,94.45999908
DEBIT,5,2,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,143.9400024
PAYMENT,3,2,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,169.9299927
DEBIT,2,2,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Caguas,142.4400024
TRANSFER,2,1,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,219.9100037
PAYMENT,5,4,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,43.97999954
TRANSFER,3,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,Freeport,92.95999908
PAYMENT,5,4,Western Europe,Late delivery,1,Indoor/Outdoor Games,Santee,165.9299927
DEBIT,6,4,Western Europe,Late delivery,1,Indoor/Outdoor Games,San Benito,90.95999908
DEBIT,6,4,Western Europe,Late delivery,1,Indoor/Outdoor Games,San Benito,163.9299927
TRANSFER,1,0,Western Europe,Late delivery,1,Indoor/Outdoor Games,Portland,217.4100037
TRANSFER,1,0,Western Europe,Late delivery,1,Indoor/Outdoor Games,Portland,212.4199982
TRANSFER,3,2,Western Europe,Late delivery,1,Indoor/Outdoor Games,Elmhurst,42.47999954
PAYMENT,4,4,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Caguas,209.9199982
PAYMENT,5,2,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,87.95999908
PAYMENT,2,1,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,159.9400024
TRANSFER,5,4,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,149.9400024
DEBIT,3,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,Caguas,207.4199982
TRANSFER,4,4,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Caguas,204.9199982
TRANSFER,4,4,Western Europe,Shipping on time,0,Indoor/Outdoor Games,Phoenix,195.9199982
DEBIT,5,4,Western Europe,Late delivery,1,Indoor/Outdoor Games,Hesperia,84.97000122
PAYMENT,3,4,Western Europe,Advance shipping,0,Indoor/Outdoor Games,New Albany,130.4499969
DEBIT,2,1,Western Europe,Late delivery,1,Indoor/Outdoor Games,Hilliard,193.9199982
DEBIT,2,1,Western Europe,Late delivery,1,Indoor/Outdoor Games,Caguas,83.97000122
PAYMENT,2,1,Western Europe,Late delivery,1,Indoor/Outdoor Games,Chino,49.97999954
DEBIT,3,2,Western Europe,Late delivery,1,Women's Apparel,Virginia Beach,220.0
DEBIT,6,2,Western Europe,Late delivery,1,Shop By Sport,Bronx,173.9600067
DEBIT,3,2,Western Europe,Late delivery,1,Shop By Sport,Los Angeles,169.9600067
DEBIT,6,2,Western Europe,Late delivery,1,Women's Apparel,Lakewood,212.5
DEBIT,4,2,Western Europe,Late delivery,1,Women's Apparel,Laredo,210.0
DEBIT,2,2,Western Europe,Shipping on time,0,Women's Apparel,Los Angeles,205.0
DEBIT,6,2,Western Europe,Late delivery,1,Accessories,Pawtucket,108.7099991
DEBIT,6,2,Western Europe,Late delivery,1,Electronics,Morganton,139.1600037
DEBIT,5,2,Western Europe,Late delivery,1,Cardio Equipment,Greenville,499.9500122
DEBIT,3,2,Western Europe,Late delivery,1,Cleats,Staten Island,290.9500122
DEBIT,4,2,Western Europe,Late delivery,1,Cleats,Fort Lauderdale,269.9599915
DEBIT,5,2,Western Europe,Late delivery,1,Cleats,Greenville,224.9600067
DEBIT,6,2,Western Europe,Late delivery,1,Women's Apparel,Chesapeake,237.5
DEBIT,5,2,Western Europe,Late delivery,1,Women's Apparel,Chapel Hill,217.5
DEBIT,5,4,Western Europe,Late delivery,1,Cameras ,Piscataway,452.0400085
DEBIT,5,4,Western Europe,Late delivery,1,Computers,Columbus,1500.0
DEBIT,3,4,Western Europe,Advance shipping,0,Cameras ,Chicago,447.519989
DEBIT,3,4,Western Europe,Advance shipping,0,Computers,Bakersfield,1485.0
DEBIT,3,4,Western Europe,Advance shipping,0,Computers,Los Angeles,1485.0
DEBIT,5,4,Western Europe,Late delivery,1,Computers,Charlotte,1485.0
DEBIT,5,4,Western Europe,Late delivery,1,Cameras ,Vista,443.0
DEBIT,2,4,Western Europe,Advance shipping,0,Cameras ,Toms River,443.0
DEBIT,6,4,Western Europe,Late delivery,1,Cameras ,Jackson Heights,443.0
DEBIT,4,4,Western Europe,Shipping on time,0,Cameras ,San Jose,438.480011
DEBIT,4,4,Western Europe,Shipping on time,0,Computers,Massapequa,1455.0
DEBIT,3,4,Western Europe,Advance shipping,0,Cameras ,Pompano Beach,433.9599915
DEBIT,5,4,Western Europe,Late delivery,1,Cameras ,Amarillo,433.9599915
DEBIT,3,4,Western Europe,Advance shipping,0,Computers,Newark,1440.0
DEBIT,6,4,Western Europe,Late delivery,1,Consumer Electronics,Virginia Beach,242.7599945
DEBIT,5,4,Western Europe,Late delivery,1,Computers,Fort Washington,1425.0
DEBIT,2,4,Western Europe,Advance shipping,0,Consumer Electronics,Kent,240.2400055
DEBIT,3,4,Western Europe,Advance shipping,0,Cameras ,Tempe,427.1799927
DEBIT,6,4,Western Europe,Late delivery,1,Cameras ,Lancaster,420.3999939
DEBIT,4,4,Western Europe,Shipping on time,0,Computers,Opelousas,1395.0
DEBIT,5,4,Western Europe,Late delivery,1,Cameras ,Crystal Lake,411.3599854
DEBIT,5,4,Western Europe,Late delivery,1,Computers,Mission Viejo,1365.0
DEBIT,3,4,Western Europe,Advance shipping,0,Computers,New York,1365.0
DEBIT,3,4,Western Europe,Advance shipping,0,Consumer Electronics,Los Angeles,230.1199951
DEBIT,5,4,Western Europe,Late delivery,1,Cameras ,Quincy,406.8399963
DEBIT,3,4,Western Europe,Advance shipping,0,Cameras ,Florissant,406.8399963
DEBIT,6,4,Western Europe,Late delivery,1,Cameras ,Grand Prairie,406.8399963
DEBIT,4,4,Western Europe,Shipping on time,0,Computers,Virginia Beach,1350.0
DEBIT,6,4,Western Europe,Late delivery,1,Cameras ,San Diego,397.7999878
DEBIT,2,4,Western Europe,Advance shipping,0,Cameras ,Miami,397.7999878
DEBIT,5,4,Western Europe,Late delivery,1,Computers,Chicago,1320.0
DEBIT,6,4,Western Europe,Late delivery,1,Computers,El Paso,1320.0
DEBIT,2,4,Western Europe,Advance shipping,0,Computers,Cerritos,1305.0
DEBIT,3,4,Western Europe,Advance shipping,0,Cameras ,Tucson,384.230011
DEBIT,3,4,Western Europe,Advance shipping,0,Cameras ,Van Nuys,384.230011
DEBIT,4,4,Western Europe,Shipping on time,0,Computers,York,1275.0
DEBIT,4,4,Western Europe,Shipping on time,0,Computers,Miami,1260.0
DEBIT,4,4,Western Europe,Shipping on time,0,Computers,Freeport,1260.0
DEBIT,6,4,Western Europe,Late delivery,1,Cameras ,Albuquerque,375.1900024
DEBIT,6,4,Western Europe,Late delivery,1,Cameras ,Albuquerque,375.1900024
DEBIT,4,4,Western Europe,Shipping on time,0,Cameras ,Meridian,370.6700134
DEBIT,5,4,Western Europe,Late delivery,1,Cameras ,Fort Worth,370.6700134
DEBIT,3,4,Western Europe,Advance shipping,0,Cameras ,Greensburg,361.6300049
DEBIT,6,4,Western Europe,Late delivery,1,Consumer Electronics,East Lansing,202.3000031
DEBIT,5,4,Western Europe,Late delivery,1,Computers,Los Angeles,1125.0
DEBIT,6,4,Western Europe,Late delivery,1,Consumer Electronics,Norwalk,189.6600037
DEBIT,2,4,Western Europe,Advance shipping,0,Soccer,Virginia Beach,123.7399979
DEBIT,5,4,Western Europe,Late delivery,1,Basketball,North Richland Hills,290.9899902
DEBIT,3,4,Western Europe,Advance shipping,0,Lacrosse,Albuquerque,23.73999977
DEBIT,6,4,Western Europe,Late delivery,1,Baseball & Softball,Miami,145.5899963
DEBIT,6,4,Western Europe,Late delivery,1,Baseball & Softball,Elyria,143.9900055
DEBIT,3,4,Western Europe,Advance shipping,0,Soccer,Corona,109.9899979
DEBIT,5,4,Western Europe,Late delivery,1,Basketball,Chicago,248.9900055
DEBIT,3,4,Western Europe,Advance shipping,0,Cardio Equipment,Hialeah,99.98999786
DEBIT,3,4,Western Europe,Advance shipping,0,Strength Training,Princeton,399.9899902
DEBIT,5,4,Western Europe,Late delivery,1,Cardio Equipment,San Bernardino,98.98999786
DEBIT,4,4,Western Europe,Shipping on time,0,Cardio Equipment,El Cajon,29.39999962
DEBIT,6,4,Western Europe,Late delivery,1,Cardio Equipment,Miami,97.98999786
DEBIT,5,4,Western Europe,Late delivery,1,Cardio Equipment,Lake Forest,96.98999786
DEBIT,6,4,Western Europe,Late delivery,1,Cardio Equipment,Cumberland,96.98999786
DEBIT,6,4,Western Europe,Late delivery,1,Cardio Equipment,Jersey City,96.98999786
DEBIT,6,4,Western Europe,Late delivery,1,Cardio Equipment,Clementon,94.98999786
DEBIT,5,4,Western Europe,Late delivery,1,Cardio Equipment,Tonawanda,94.98999786
DEBIT,5,4,Western Europe,Late delivery,1,Cardio Equipment,Carlisle,94.98999786
DEBIT,2,4,Western Europe,Advance shipping,0,Electronics,Vallejo,42.74000168
DEBIT,5,4,Western Europe,Late delivery,1,Cardio Equipment,Tonawanda,94.48999786
DEBIT,4,4,Western Europe,Shipping on time,0,Cardio Equipment,Simi Valley,92.98999786
DEBIT,5,4,Western Europe,Late delivery,1,Cardio Equipment,Virginia Beach,92.98999786
DEBIT,4,4,Western Europe,Shipping on time,0,Electronics,Madera,29.75
DEBIT,4,4,Western Europe,Shipping on time,0,Fitness Accessories,Quincy,557.9899902
DEBIT,2,4,Western Europe,Advance shipping,0,Cardio Equipment,Phoenix,90.98999786
DEBIT,5,4,Western Europe,Late delivery,1,Cardio Equipment,Walnut,27.29999924
DEBIT,5,4,Western Europe,Late delivery,1,Cardio Equipment,Bronx,90.98999786
DEBIT,3,4,Western Europe,Advance shipping,0,Strength Training,Bronx,1819.98999
DEBIT,4,4,Western Europe,Shipping on time,0,Boxing & MMA,Mission Viejo,80.98999786
DEBIT,6,4,Western Europe,Late delivery,1,Cardio Equipment,Walnut,89.98999786
DEBIT,5,4,Western Europe,Late delivery,1,Cardio Equipment,Plymouth,89.98999786
DEBIT,6,4,Western Europe,Late delivery,1,Cardio Equipment,Bronx,89.98999786
DEBIT,3,4,Western Europe,Advance shipping,0,Boxing & MMA,Powder Springs,78.29000092
DEBIT,6,4,Western Europe,Late delivery,1,Cardio Equipment,Brooklyn,84.98999786
DEBIT,4,4,Western Europe,Shipping on time,0,Cardio Equipment,Fremont,83.98999786
DEBIT,2,4,Western Europe,Advance shipping,0,Electronics,Loveland,26.87000084
DEBIT,5,4,Western Europe,Late delivery,1,Strength Training,Jamaica,335.9899902
DEBIT,2,4,Western Europe,Advance shipping,0,Cardio Equipment,Los Angeles,82.98999786
DEBIT,3,4,Western Europe,Advance shipping,0,Cardio Equipment,Las Vegas,82.98999786
DEBIT,6,4,Western Europe,Late delivery,1,Cardio Equipment,Plano,82.98999786
DEBIT,5,4,Western Europe,Late delivery,1,Fitness Accessories,Gilroy,29.04000092
DEBIT,5,4,Western Europe,Late delivery,1,As Seen on  TV!,Las Vegas,81.98999786
DEBIT,4,4,Western Europe,Shipping on time,0,Boxing & MMA,Bismarck,73.79000092
DEBIT,3,4,Western Europe,Advance shipping,0,Cardio Equipment,Troy,81.98999786
DEBIT,2,4,Western Europe,Advance shipping,0,Cardio Equipment,Loveland,81.98999786
DEBIT,5,4,Western Europe,Late delivery,1,Strength Training,Augusta,1639.98999
DEBIT,5,4,Western Europe,Late delivery,1,Cardio Equipment,Oceanside,79.98999786
DEBIT,2,4,Western Europe,Advance shipping,0,Children's Clothing,West Orange,357.1000061
DEBIT,3,4,Western Europe,Advance shipping,0,Cleats,Marietta,59.99000168
DEBIT,5,4,Western Europe,Late delivery,1,Cleats,Catonsville,59.99000168
DEBIT,3,4,Western Europe,Advance shipping,0,Cleats,Amarillo,59.99000168
DEBIT,5,4,Western Europe,Late delivery,1,Men's Footwear,Compton,129.9900055
DEBIT,3,4,Western Europe,Advance shipping,0,Men's Footwear,Hialeah,129.9900055
DEBIT,6,4,Western Europe,Late delivery,1,Men's Footwear,Joliet,129.9900055
DEBIT,2,4,Western Europe,Advance shipping,0,Men's Footwear,Salina,129.9900055
DEBIT,6,4,Western Europe,Late delivery,1,Men's Footwear,New Orleans,129.9900055
DEBIT,5,4,Western Europe,Late delivery,1,Men's Footwear,Holland,129.9900055
DEBIT,4,4,Western Europe,Shipping on time,0,Men's Footwear,Cary,129.9900055
DEBIT,6,4,Western Europe,Late delivery,1,Men's Footwear,Yonkers,129.9900055
DEBIT,4,4,Western Europe,Shipping on time,0,Men's Footwear,Westerville,129.9900055
DEBIT,4,4,Western Europe,Shipping on time,0,Men's Footwear,Madison,129.9900055
DEBIT,3,4,Western Europe,Advance shipping,0,Cleats,Ann Arbor,59.38999939
DEBIT,4,4,Western Europe,Shipping on time,0,Men's Footwear,Madera,128.6900024
DEBIT,3,4,Western Europe,Advance shipping,0,Men's Footwear,South Gate,128.6900024
DEBIT,2,4,Western Europe,Advance shipping,0,Men's Footwear,Vallejo,128.6900024
DEBIT,4,4,Western Europe,Shipping on time,0,Men's Footwear,Fresno,128.6900024
DEBIT,2,4,Western Europe,Advance shipping,0,Men's Footwear,Salina,128.6900024
DEBIT,5,4,Western Europe,Late delivery,1,Men's Footwear,Baltimore,128.6900024
DEBIT,6,4,Western Europe,Late delivery,1,Men's Footwear,Clementon,128.6900024
DEBIT,6,4,Western Europe,Late delivery,1,Men's Footwear,Wayne,128.6900024
DEBIT,3,4,Western Europe,Advance shipping,0,Men's Footwear,New York,128.6900024
DEBIT,6,4,Western Europe,Late delivery,1,Men's Footwear,Bronx,128.6900024
DEBIT,6,4,Western Europe,Late delivery,1,Men's Footwear,Yonkers,128.6900024
DEBIT,5,4,Western Europe,Late delivery,1,Men's Footwear,El Paso,128.6900024
DEBIT,5,4,Western Europe,Late delivery,1,Men's Footwear,Clearfield,128.6900024
DEBIT,5,4,Western Europe,Late delivery,1,Children's Clothing,Fullerton,349.9599915
DEBIT,2,4,Western Europe,Advance shipping,0,Children's Clothing,Laredo,349.9599915
DEBIT,4,4,Western Europe,Shipping on time,0,Cleats,Saint Paul,58.79000092
DEBIT,6,4,Western Europe,Late delivery,1,Cleats,Brooklyn,58.79000092
DEBIT,6,4,Western Europe,Late delivery,1,Cleats,Bronx,58.79000092
DEBIT,3,4,Western Europe,Advance shipping,0,Crafts,Findlay,452.25
DEBIT,6,4,Western Europe,Late delivery,1,Men's Footwear,Anaheim,127.3899994
DEBIT,5,4,Western Europe,Late delivery,1,Men's Footwear,Los Angeles,127.3899994
DEBIT,5,4,Western Europe,Late delivery,1,Men's Footwear,Chicago,127.3899994
DEBIT,2,4,Western Europe,Advance shipping,0,Men's Footwear,Silver Spring,127.3899994
DEBIT,3,4,Western Europe,Advance shipping,0,Men's Footwear,New York,127.3899994
DEBIT,3,4,Western Europe,Advance shipping,0,Children's Clothing,Anaheim,346.3900146
DEBIT,6,4,Western Europe,Late delivery,1,Cleats,Anaheim,58.18999863
DEBIT,2,4,Western Europe,Advance shipping,0,Cleats,Porterville,58.18999863
DEBIT,3,4,Western Europe,Advance shipping,0,Cleats,Albuquerque,58.18999863
DEBIT,2,4,Western Europe,Advance shipping,0,Crafts,Reynoldsburg,447.6400146
DEBIT,6,4,Western Europe,Late delivery,1,Men's Footwear,Encinitas,126.0899963
DEBIT,4,4,Western Europe,Shipping on time,0,Men's Footwear,Simi Valley,126.0899963
DEBIT,6,4,Western Europe,Late delivery,1,Men's Footwear,Waukegan,126.0899963
DEBIT,5,4,Western Europe,Late delivery,1,Men's Footwear,New York,126.0899963
DEBIT,4,4,Western Europe,Shipping on time,0,Men's Footwear,El Paso,126.0899963
DEBIT,2,4,Western Europe,Advance shipping,0,Children's Clothing,Oxnard,342.8200073
DEBIT,3,4,Western Europe,Advance shipping,0,Cleats,Tallahassee,57.59000015
DEBIT,6,4,Western Europe,Late delivery,1,Cleats,Brooklyn,57.59000015
DEBIT,6,4,Western Europe,Late delivery,1,Men's Footwear,El Cajon,124.7900009
DEBIT,5,4,Western Europe,Late delivery,1,Men's Footwear,Los Angeles,124.7900009
DEBIT,4,4,Western Europe,Shipping on time,0,Men's Footwear,Oceanside,124.7900009
DEBIT,4,4,Western Europe,Shipping on time,0,Men's Footwear,Stockbridge,124.7900009
DEBIT,5,4,Western Europe,Late delivery,1,Men's Footwear,Baltimore,124.7900009
DEBIT,3,4,Western Europe,Advance shipping,0,Men's Footwear,Webster,124.7900009
DEBIT,5,4,Western Europe,Late delivery,1,Children's Clothing,Costa Mesa,339.25
DEBIT,5,4,Western Europe,Late delivery,1,Children's Clothing,Honolulu,339.25
DEBIT,4,4,Western Europe,Shipping on time,0,Children's Clothing,Raleigh,339.25
DEBIT,6,4,Western Europe,Late delivery,1,Cleats,Bakersfield,56.99000168
DEBIT,2,4,Western Europe,Advance shipping,0,Men's Footwear,Garden Grove,123.4899979
DEBIT,4,4,Western Europe,Shipping on time,0,Men's Footwear,Oceanside,123.4899979
DEBIT,3,4,Western Europe,Advance shipping,0,Men's Footwear,Apopka,123.4899979
DEBIT,2,4,Western Europe,Advance shipping,0,Men's Footwear,Columbus,123.4899979
DEBIT,2,4,Western Europe,Advance shipping,0,Men's Footwear,Taunton,123.4899979
DEBIT,4,4,Western Europe,Shipping on time,0,Men's Footwear,North Las Vegas,123.4899979
DEBIT,4,4,Western Europe,Shipping on time,0,Men's Footwear,Troy,123.4899979
DEBIT,3,4,Western Europe,Advance shipping,0,Men's Footwear,Webster,123.4899979
DEBIT,2,4,Western Europe,Advance shipping,0,Men's Footwear,Hempstead,123.4899979
DEBIT,2,4,Western Europe,Advance shipping,0,Men's Footwear,Cleveland,123.4899979
DEBIT,5,4,Western Europe,Late delivery,1,Children's Clothing,Saint Louis,337.4599915
DEBIT,3,4,Western Europe,Advance shipping,0,Cleats,Hialeah,283.4899902
DEBIT,6,4,Western Europe,Late delivery,1,Cleats,Bend,56.68999863
DEBIT,6,4,Western Europe,Late delivery,1,Men's Footwear,Bellflower,122.8399963
DEBIT,4,4,Western Europe,Shipping on time,0,Men's Footwear,Santa Cruz,122.8399963
DEBIT,5,4,Western Europe,Late delivery,1,Men's Footwear,Highland Park,122.8399963
DEBIT,2,4,Western Europe,Advance shipping,0,Cleats,Riverside,55.79000092
DEBIT,6,4,Western Europe,Late delivery,1,Cleats,Saint Paul,55.79000092
DEBIT,6,4,Western Europe,Late delivery,1,Cleats,Houston,55.79000092
DEBIT,3,4,Western Europe,Advance shipping,0,Crafts,South El Monte,429.1799927
DEBIT,2,4,Western Europe,Advance shipping,0,Crafts,Enfield,429.1799927
DEBIT,5,4,Western Europe,Late delivery,1,Men's Footwear,Corona,120.8899994
DEBIT,2,4,Western Europe,Advance shipping,0,Men's Footwear,Riverside,120.8899994
DEBIT,5,4,Western Europe,Late delivery,1,Men's Footwear,Hesperia,120.8899994
DEBIT,6,4,Western Europe,Late delivery,1,Men's Footwear,Los Angeles,120.8899994
DEBIT,4,4,Western Europe,Shipping on time,0,Men's Footwear,Carmichael,120.8899994
DEBIT,3,4,Western Europe,Advance shipping,0,Men's Footwear,Miami,120.8899994
DEBIT,5,4,Western Europe,Late delivery,1,Men's Footwear,Bartlett,120.8899994
DEBIT,4,4,Western Europe,Shipping on time,0,Men's Footwear,Troy,120.8899994
DEBIT,3,4,Western Europe,Advance shipping,0,Men's Footwear,Albuquerque,120.8899994
DEBIT,6,4,Western Europe,Late delivery,1,Men's Footwear,Garland,120.8899994
DEBIT,5,4,Western Europe,Late delivery,1,Children's Clothing,Costa Mesa,324.9599915
